HPO,PDR
Frontotemporal cerebral atrophy,107
Cutis marmorata,107
Finger symphalangism,107
Band-shaped corneal dystrophy,107
Punctate corneal dystrophy,107
Lattice corneal dystrophy,107
Marginal corneal dystrophy,107
Congenital corneal dystrophy,107
Corneal dystrophy,107
Speckled corneal dystrophy,107
Mosaic corneal dystrophy,107
Granular corneal dystrophy,107
Abnormal paracentral response of multifocal electroretinogram,107
Abnormal pattern electroretinogram,107
Undetectable light-adapted electroretinogram,107
Abnormal dark-adapted dim flash electroretinogram,107
Abnormal P50/N95 ratio of pattern electroretinogram,107
Electronegative electroretinogram,107
Undetectable light- and dark-adapted electroretinogram,107
Abnormal full-field electroretinogram,107
Abnormal amplitude of dark-adapted bright flash electroretinogram,107
Undetectable dark-adapted electroretinogram,107
Abnormal dark-adapted electroretinogram,107
Abnormal electroretinogram,107
Abnormal light-adapted single flash electroretinogram,107
Abnormal dark-adapted bright flash electroretinogram,107
Decreased light- and dark-adapted electroretinogram amplitude,107
Abnormal light- and dark-adapted electroretinogram,107
Reduced amplitude of dark-adapted bright flash electroretinogram a-wave,107
Abnormal light-adapted flicker electroretinogram,107
Undetectable pattern electroretinogram,107
Abnormal light-adapted electroretinogram,107
Abnormal timing of light-adapted flicker electroretinogram,107
Abnormal timing of pattern electroretinogram,107
Abnormal timing of dark-adapted dim flash electroretinogram,107
Abnormal multifocal electroretinogram,107
Abnormal amplitude of dark-adapted dim flash electroretinogram,107
Abnormal amplitude of pattern electroretinogram,107
Abnormal amplitude of light-adapted single flash electroretinogram,107
Supernormal dark-adapted bright flash electroretinogram b-wave,107
Abnormal timing of light-adapted single flash electroretinogram,107
Undetectable electroretinogram,107
Abnormal timing of dark-adapted bright flash electroretinogram,107
Abnormal amplitude of light-adapted flicker electroretinogram,107
Abnormal central response of multifocal electroretinogram,107
Protanomaly,107
Deuteranopia,107
Red-green dyschromatopsia,107
Deuteranomaly,107
Protanopia,107
Abnormality of macular pigmentation,107
Foveal hyperpigmentation,107
Abnormality of foveal pigmentation,107
Beaten bronze macular sheen,107
Bull's eye maculopathy,107
Foveal depigmentation,107
Foveal hypopigmentation,107
Optic neuropathy,107
Nonarteritic anterior ischemic optic neuropathy,107
Choroidal neovascularization,107
Subfoveal choroidal neovascularization,107
Juxtafoveal choroidal neovascularization,107
Snowflake vitreoretinal degeneration,107
Extrafoveal choroidal neovascularization,107
Aortic atherosclerosis,107
Dilatation of the sinus of Valsalva,107
Pancreatic adenocarcinoma,107
Chronic myelogenous leukemia,107
Primary central nervous system lymphoma,107
Non-Hodgkin lymphoma,107
Cutaneous T-cell lymphoma,107
T-cell lymphoma,107
Transient myeloproliferative syndrome,107
Anaplastic large-cell lymphoma,107
Burkitt lymphoma,107
Myeloproliferative disorder,107
Germ cell neoplasia,107
Trophoblastic tumor,107
Gonadal neoplasm,107
Germinoma,107
Epididymal neoplasm,107
Hypopituitarism,107
Lissencephaly,107
Type I lissencephaly,107
Focal lissencephaly,107
Type III lissencephaly,107
Agyria,107
Aganglionic megacolon,107
Long-segment aganglionic megacolon,107
Short-segment aganglionic megacolon,107
Total colonic aganglionosis,107
Hypermobility of toe joints,107
Splayed toes,107
Macrodactyly of toe,107
Broad proximal phalanx of the 3rd toe,107
Hypoplasia of the calcaneus,107
Short middle phalanx of the 2nd toe,107
Aplasia of the proximal phalanx of the 2nd toe,107
Aplasia/hypoplasia of the proximal phalanx of the 4th toe,107
Short phalanx of the 3rd toe,107
Aplasia of the middle phalanges of the toes,107
Broad phalanges of the 2nd toe,107
Short proximal phalanx of the 4th toe,107
Aplasia/Hypoplasia of the hallux,107
Aplasia/hypoplasia of the proximal phalanx of the 3rd toe,107
Aplasia/Hypoplasia of the phalanges of the 5th toe,107
Broad middle phalanx of the 3rd toe,107
Aplasia of the phalanges of the 4th toe,107
Short middle phalanx of the 3rd toe,107
Partial duplication of the distal phalanx of the hallux,107
Broad middle phalanges of the toes,107
Aplasia/Hypoplasia of the middle phalanx of the 4th toe,107
Broad phalanges of the 4th toe,107
Short proximal phalanx of the 2nd toe,107
Short proximal phalanx of the 3rd toe,107
Aplasia of the middle phalanx of the 2nd toe,107
Broad proximal phalanx of toe,107
Aplasia of the phalanges of the 2nd toe,107
Broad phalanx of the toes,107
Short phalanx of the 2nd toe,107
Aplasia/hypoplasia of the proximal phalanx of the 2nd toe,107
Talipes,107
Short phalanx of the 4th toe,107
Aplasia/Hypoplasia of the middle phalanx of the 2nd toe,107
Broad proximal phalanx of the 2nd toe,107
Broad middle phalanx of the 2nd toe,107
Broad middle phalanx of the 4th toe,107
Absent hallux,107
Aplasia of the proximal phalanx of the 4th toe,107
Short middle phalanx of the 4th toe,107
Hammertoe,107
Broad phalanges of the 3rd toe,107
Broad proximal phalanx of the 4th toe,107
Aplasia/Hypoplasia of the middle phalanx of the 3rd toe,107
Sciatica,107
Back pain,107
Osteopoikilosis,107
Increased density of long bones,107
Cortical thickening of humeral diaphysis,107
Sclerosing cholangitis,107
Granulomatous cholangitis,107
Suppurative cholangitis,107
Cholangitis,107
Pleomorphic cholangitis,107
Lymphoid cholangitis,107
Focal segmental glomerulosclerosis,107
Enlarged kidney,107
Lobulated tongue,107
Smooth tongue,107
Abnormality of the gingiva,107
Diffuse skin atrophy,107
Diffuse slow skin atrophy,107
True hermaphroditism,107
Gonadal tissue inappropriate for external genitalia or chromosomal sex,107
Ambiguous genitalia,107
Ovotestis,107
Abnormally ossified vertebrae,108
Delayed ossification of vertebral epiphysis,108
Delayed vertebral ossification,108
Map-dot-fingerprint corneal dystrophy,108
Corneal erosion,108
Juvenile epithelial corneal dystrophy,108
Punctate corneal epithelial erosions,108
Macular hyperpigmentation,108
Aplasia/Hypoplasia affecting the fundus,108
Abnormality of inferior alveolar artery,108
Pulmonary artery aneurysm,108
Myocardial calcification,108
Oliguria,108
Hodgkin lymphoma,108
T-cell lymphoma/leukemia,108
Craniofacial teratoma,108
Nasopharyngeal teratoma,108
Teratoma,108
Mediastinal teratoma,108
Pulmonary chondroma,108
Large cell lung carcinoma,108
Squamous cell lung carcinoma,108
Non-small cell lung carcinoma,108
Neoplasm of the lung,108
Congenital pseudoarthrosis of the clavicle,108
Unilateral polymicrogyria,108
Frontoparietal polymicrogyria,108
Polymicrogyria,108
"Polymicrogyria, anterior to posterior gradient",108
Perisylvian polymicrogyria,108
Midline defect of the nose,108
Genu recurvatum,108
Metatarsus adductus,108
Elevated serum transaminases during infections,108
Abnormal liver function tests during pregnancy,108
Elevated serum alanine aminotransferase,108
Elevated serum aspartate aminotransferase,108
Dyslexia,108
Elevated hepatic transaminase,108
Aplasia of the phalanges of the 3rd toe,108
Aplasia of the middle phalanx of the 4th toe,108
Short proximal phalanx of the 5th toe,108
Broad proximal phalanx of the 5th toe,108
Aplasia of the proximal phalanx of the 5th toe,108
Broad phalanges of the 5th toe,108
Aplasia/hypoplasia of the proximal phalanx of the 5th toe,108
Absent proximal phalanx of the 3rd toe,108
Short phalanx of the 5th toe,108
Broad distal phalanx of the 4th toe,108
Broad distal phalanx of the toes,108
Broad distal phalanx of the 3rd toe,108
Short middle phalanx of the 5th toe,108
Aplasia/Hypoplasia of the middle phalanx of the 5th toe,108
Talipes equinovalgus,108
Broad distal phalanx of the 2nd toe,108
Aplasia of the phalanges of the 5th toe,108
Broad middle phalanx of the 5th toe,108
Hallux varus,108
Low back pain,108
Osteopetrosis,108
Enlargement of the wrists,108
Trigonocephaly,108
Recurrent infections of the middle ear,108
Solitary renal cyst,108
Renal corticomedullary cysts,108
Multiple small medullary renal cysts,108
Renal cyst,108
Tongue nodules,108
Movement abnormality of the tongue,108
Fusion of gums,108
Gingival recession,108
Sparse facial hair,108
Broad ulna,109
Macular hypopigmentation,109
Increased vertical cup-to-disc ratio - 0.6,109
Increased vertical cup-to-disc ratio - 0.9,109
Increased vertical cup-to-disc ratio - 0.7,109
Increased vertical cup-to-disc ratio - 0.8,109
Increased cup-to-disc ratio,109
Increased vertical cup-to-disc ratio - 1.0,109
Abnormality of the optic disc,109
Increased vertical cup-to-disc ratio,109
Hepatic arteriovenous malformation,109
Central nail canal,109
Nail dystrophy,109
Adrenocortical adenoma,109
Non-secretory adrenocortical adenoma,109
Lung adenocarcinoma,109
Adrenocorticotropic hormone excess,109
Short humerus,109
Midclavicular hypoplasia,109
Short clavicles,109
Type II lissencephaly,109
Aplasia/Hypoplasia involving the nose,109
Inguinal freckling,109
Freckling,109
Axillary freckling,109
Abnormality of the Achilles tendon,109
Achilles tendon calcification,109
Rocker bottom foot,109
Aplasia of the middle phalanx of the 5th toe,109
Absent middle phalanx of the 3rd toe,109
Broad hallux,109
Broad distal phalanx of the 5th toe,109
Long toe,109
Broad distal hallux,109
Talipes calcaneovarus,109
Knee joint hypermobility,109
Patellar hypoplasia,109
Abnormalities of the diaphyses of the hand,109
Hypoplasia of the zygomatic bone,109
Deep dermal perivascular inflammatory infiltrate,109
Folliculitis,109
Cutaneous abscess,109
Predominantly epidermal neutrophilic infiltrate,109
Neutrophilic infiltration of the skin,109
Predominantly dermal neutrophilic infiltrate,109
Superficial dermal perivascular inflammatory infiltrate,109
Perifolliculitis,109
Inflammatory abnormality of the skin,109
Eosinophilic dermal infiltration,109
Bilateral vocal cord paralysis,109
Unilateral vocal cord paralysis,109
Vocal cord paralysis,109
Generalized hypotrichosis,109
Progressive hypotrichosis,109
Hypotrichosis,109
Partially duplicated kidney,109
Duplication of renal pelvis,109
Cystic renal dysplasia,109
Renal duplication,109
Renal diverticulum,109
Renal cortical microcysts,109
Renal cortical cysts,109
Abnormality of the nasopharynx,109
Gingival cleft,109
Developmental regression,110
Absent or minimally ossified vertebral bodies,110
Unossified vertebral bodies,110
Poorly ossified vertebrae,110
Absent in utero ossification of vertebral bodies,110
Absent vertebral body mineralization,110
Absent ossification of thoracic vertebral bodies,110
Absent ossification of cervical vertebral bodies,110
Aplasia/Hypoplasia of the ulna,110
Retinal dystrophy with early macular involvement,110
Pattern dystrophy of the retina,110
Retinal dystrophy,110
Reticular retinal dystrophy,110
Recurrent corneal erosions,110
Red eye,110
Abnormality of the vasculature of the eye,110
Chorioretinal hypopigmentation,110
Chorioretinal hyperpigmentation,110
Paravenous chorioretinal atrophy,110
Abnormality of chorioretinal pigmentation,110
Chorioretinal atrophy,110
Chorioretinal lacunae,110
Central serous chorioretinopathy,110
Abnormal chorioretinal morphology,110
Choriocapillaris atrophy,110
Peripapillary chorioretinal atrophy,110
Chorioretinal degeneration,110
Premature coronary artery atherosclerosis,110
Abnormality of the cerebral vasculature,110
Abnormality of cerebral veins,110
Frontal venous angioma,110
Cerebral venous angioma,110
Pulmonary arteriovenous malformation,110
Pulmonary artery atresia,110
Neoplasm of the thyroid gland,110
Small cell lung carcinoma,110
Arnold-Chiari malformation,110
Cerebellar vermis hypoplasia,110
Aplasia/Hypoplasia of the nasal septum,110
Angular cheilitis,110
Cheilitis,110
Aplasia/Hypoplasia of the phalanges of the hallux,110
Aplasia of the phalanges of the hallux,110
Hemiatrophy of lower limb,110
Tibiofibular diastasis,110
Heparin-induced thrombocytopenia,110
Delayed cranial suture closure,110
Intermittent thrombocytopenia,110
Post-transfusion thrombocytopenia,110
Neonatal alloimmune thrombocytopenia,110
Thrombocytopenia,110
Congenital thrombocytopenia,110
Extrapyramidal muscular rigidity,110
Sloping forehead,110
Abnormality of procerus muscle,110
Tented philtrum,110
Hypoplastic philtrum,110
Abnormality of the philtrum,110
Philtrum with midline raphe,110
Oral ulcer,110
Malaligned philtral ridges,110
Midline sinus of philtrum,110
Oral leukoplakia,110
Abnormality of nasalis muscle,110
Fine hair,110
Epispadias,110
Poorly ossified cervical vertebrae,111
Gustatory lacrimation,111
Retinal coloboma,111
Inferior retinal coloboma,111
Chorioretinitis,111
Superficial episcleral hyperemia,111
Deep episcleral hyperemia,111
Pancreatic lymphangiectasis,111
Coarctation of the descending aortic arch,111
Preductal coarctation of the aorta,111
Postductal coarctation of the aorta,111
Perivascular spaces,111
Vein of Galen aneurysmal malformation,111
Secretory adrenocortical adenoma,111
Neoplasm of the thymus,111
Desmoid tumors,111
Tracheobronchial leiomyomatosis,111
Neoplasm of the tracheobronchial system,111
Alveolar cell carcinoma,111
Bronchial neoplasm,111
Generalized osteosclerosis,111
Myelomeningocele,111
Myeloschisis,111
Lipomyelomeningocele,111
Short thorax,111
Inferior vermis hypoplasia,111
Wormian bones,111
Hypoplastic nasal septum,111
Aplasia of the nose,111
Midline nasal groove,111
Thickened Achilles tendon,111
Talipes calcaneovalgus,111
Congenital talipes calcaneovalgus,111
Aplasia/Hypoplasia of the proximal phalanx of the hallux,111
Aplasia of the proximal phalanx of the hallux,111
Advanced ossification of the hand bones,111
Delayed ossification of the hand bones,111
Irregular ossification of hand bones,111
Abnormal hand bone ossification,111
Dysharmonic maturation of the hand bones,111
Deficient ossification of hand bones,111
Stippled calcification of hand bones,111
Bullet-shaped phalanges of the hand,111
Curved phalanges of the hand,111
Partial duplication of the phalanx of hand,111
Bullet-shaped phalanges of the 2nd finger,111
Hyperphalangy of the 3rd finger,111
Tapered phalanx of finger,111
Hyperphalangy of the 2nd finger,111
Duplication of phalanx of hand,111
Finger hyperphalangy,111
Complete duplication of phalanx of hand,111
Abnormality of the proximal phalanx of the 4th finger,111
Bullet-shaped phalanges of the 4th finger,111
Abnormality of the 4th finger,111
Chilblains,111
Slender middle phalanx of finger,111
